types,uri,prefLabel,notations,altLabels,definition,exactMatches,inScheme,topConceptOf,isSubjectOfs,collections,casNumbers,inchi,iupacName,pubchem,smiles,formula,vmmParameterIds,seeAlso,inchikey
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KKOYBOFPUBHPFO-UHFFFAOYSA-N,terbufos-sulfoxide,terbfSO,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,10548-10-4,"InChI=1S/C9H21O3PS3/c1-6-11-13(14,12-7-2)15-8-16(10)9(3,4)5/h6-8H2,1-5H3",tert-butylsulfinylmethylsulfanyl-diethoxy-sulfanylidenephosphorane,25355,CCOP(=S)(OCC)SCS(=O)C(C)(C)C,C9H21O3PS3,,https://pubchem.ncbi.nlm.nih.gov/compound/25355,InChIKey=KKOYBOFPUBHPFO-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KKWHDMUCBWSKGL-UHFFFAOYSA-N,pentabroombenzylalcohol,,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,79415-41-1,"InChI=1S/C7H3Br5O/c8-3-2(1-13)4(9)6(11)7(12)5(3)10/h13H,1H2","(2,3,4,5,6-pentabromophenyl)methanol",2733946,C(C1=C(C(=C(C(=C1Br)Br)Br)Br)Br)O,C7H3Br5O,,https://pubchem.ncbi.nlm.nih.gov/compound/2733946,InChIKey=KKWHDMUCBWSKGL-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KLAPGAOQRZTCBI-UHFFFAOYSA-N,merfos,merfs,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,150-50-5,"InChI=1S/C12H27PS3/c1-4-7-10-14-13(15-11-8-5-2)16-12-9-6-3/h4-12H2,1-3H3",tris(butylsulfanyl)phosphane,9011,CCCCSP(SCCCC)SCCCC,C12H27PS3,,https://pubchem.ncbi.nlm.nih.gov/compound/9011,InChIKey=KLAPGAOQRZTCBI-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KLDXJTOLSGUMSJ-JGWLITMVSA-N,isosorbide,issbde,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,151380-60-8|42750-75-4|50974-60-2|49871-92-3|152881-21-5|652-67-5,"InChI=1S/C6H10O4/c7-3-1-9-6-4(8)2-10-5(3)6/h3-8H,1-2H2/t3-,4+,5-,6-/m1/s1",,12597,C1C(C2C(O1)C(CO2)O)O,C6H10O4,,https://pubchem.ncbi.nlm.nih.gov/compound/12597,InChIKey=KLDXJTOLSGUMSJ-JGWLITMVSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KLGMSAOQDHLCOS-UHFFFAOYSA-N,mecarbam,mecbm,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,2595-54-2,"InChI=1S/C10H20NO5PS2/c1-5-14-10(13)11(4)9(12)8-19-17(18,15-6-2)16-7-3/h5-8H2,1-4H3",ethyl N-(2-diethoxyphosphinothioylsulfanylacetyl)-N-methylcarbamate,17434,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,C10H20NO5PS2,,https://pubchem.ncbi.nlm.nih.gov/compound/17434,InChIKey=KLGMSAOQDHLCOS-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KLIHYVJAYWCEDM-UHFFFAOYSA-N,"dibenzo(a,j)antraceen",DBajAnt,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,224-41-9,InChI=1S/C22H14/c1-3-7-19-15(5-1)9-11-17-13-18-12-10-16-6-2-4-8-20(16)22(18)14-21(17)19/h1-14H,,9176,C1=CC=C2C(=C1)C=CC3=CC4=C(C=C32)C5=CC=CC=C5C=C4,C22H14,,https://pubchem.ncbi.nlm.nih.gov/compound/9176,InChIKey=KLIHYVJAYWCEDM-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KLJOSQAQZMLLMB-UHFFFAOYSA-L,diquatdibromide-monohydraat,DqDBrH2O,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,6385-62-2,"InChI=1S/C12H12N2.2BrH.H2O/c1-3-7-13-9-10-14-8-4-2-6-12(14)11(13)5-1;;;/h1-8H,9-10H2;2*1H;1H2/q+2;;;/p-2",,115268,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31.O.[Br-].[Br-],C12H14Br2N2O,,https://pubchem.ncbi.nlm.nih.gov/compound/115268,InChIKey=KLJOSQAQZMLLMB-UHFFFAOYSA-L
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KLMCZVJOEAUDNE-IGMARMGPSA-N,francium 223,Fr223,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,15756-98-6,InChI=1S/Fr/i1+0,,6337087,[Fr],Fr,,https://pubchem.ncbi.nlm.nih.gov/compound/6337087,InChIKey=KLMCZVJOEAUDNE-IGMARMGPSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KLMCZVJOEAUDNE-UHFFFAOYSA-N,francium,Fr,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,7440-73-5,InChI=1S/Fr,FRANCIUM,6328145,[Fr],Fr,,https://pubchem.ncbi.nlm.nih.gov/compound/6328145,InChIKey=KLMCZVJOEAUDNE-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KLOZZZNFJYMTNE-UHFFFAOYSA-N,2-chloor-6-fluorbenzamide,2Cl6FBenAd,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,66073-54-9,"InChI=1S/C7H5ClFNO/c8-4-2-1-3-5(9)6(4)7(10)11/h1-3H,(H2,10,11)",2-Chloro-6-fluorobenzamide,98564,C1=CC(=C(C(=C1)Cl)C(=O)N)F,C7H5ClFNO,,https://pubchem.ncbi.nlm.nih.gov/compound/98564,InChIKey=KLOZZZNFJYMTNE-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KLSJWNVTNUYHDU-UHFFFAOYSA-N,amitrol,amtl,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,16681-74-6|11121-00-9|30922-30-6|29212-82-6|61-82-5|65312-61-0|155-25-9|6051-75-8,"InChI=1S/C2H4N4/c3-2-4-1-5-6-2/h1H,(H3,3,4,5,6)","2H-1,2,4-triazol-3-amine",1639,C1=NNC(=N1)N,C2H4N4,,https://pubchem.ncbi.nlm.nih.gov/compound/1639,InChIKey=KLSJWNVTNUYHDU-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KMAQZIILEGKYQZ-UHFFFAOYSA-N,1-chloor-3-nitrobenzeen,1Cl3NO2Ben,,,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_121-73-3,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/water,121-73-3,InChI=1S/C6H4ClNO2/c7-5-2-1-3-6(4-5)8(9)10/h1-4H,1-Chloro-3-nitrobenzene,8489,C1=CC(=CC(=C1)Cl)[N+](=O)[O-],C6H4ClNO2,332,https://pubchem.ncbi.nlm.nih.gov/compound/8489,InChIKey=KMAQZIILEGKYQZ-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KMXFZRSJMDYPPG-UHFFFAOYSA-N,tetratetracontaan,C44a,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,7098-22-8,"InChI=1S/C44H90/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-39-41-43-44-42-40-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-44H2,1-2H3",TETRATETRACONTANE,23494,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,C44H90,,https://pubchem.ncbi.nlm.nih.gov/compound/23494,InChIKey=KMXFZRSJMDYPPG-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KNHJIEOCVVIBIV-UHFFFAOYSA-N,"2,3-dimethylfenyl isocyanaat",23DC1yFyiCN,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,1591-99-7,"InChI=1S/C9H9NO/c1-7-4-3-5-9(8(7)2)10-6-11/h3-5H,1-2H3","1-Isocyanato-2,3-dimethylbenzene",137096,CC1=C(C(=CC=C1)N=C=O)C,C9H9NO,,https://pubchem.ncbi.nlm.nih.gov/compound/137096,InChIKey=KNHJIEOCVVIBIV-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KNHUKKLJHYUCFP-UHFFFAOYSA-N,clofibraat,clofbt,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,637-07-0,"InChI=1S/C12H15ClO3/c1-4-15-11(14)12(2,3)16-10-7-5-9(13)6-8-10/h5-8H,4H2,1-3H3",Ethyl 2-(4-chlorophenoxy)-2-methylpropanoate,2796,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,C12H15ClO3,,https://pubchem.ncbi.nlm.nih.gov/compound/2796,InChIKey=KNHUKKLJHYUCFP-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KNKRKFALVUDBJE-UHFFFAOYSA-N,"1,2-dichloorpropaan",12DClC3a,,,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_78-87-5,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/water,68390-96-5|78-87-5|26198-63-0,"InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3","1,2-Dichloropropane",6564,CC(CCl)Cl,C3H6Cl2,321,https://pubchem.ncbi.nlm.nih.gov/compound/6564,InChIKey=KNKRKFALVUDBJE-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KNLLPAOBVIKLDE-UHFFFAOYSA-N,"2,4'-methoxychloor",24C1oxCl,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,30667-99-3,"InChI=1S/C16H15Cl3O2/c1-20-12-9-7-11(8-10-12)15(16(17,18)19)13-5-3-4-6-14(13)21-2/h3-10,15H,1-2H3","1-methoxy-2-[2,2,2-trichloro-1-(4-methoxyphenyl)ethyl]benzene",35405,COC1=CC=C(C=C1)C(C2=CC=CC=C2OC)C(Cl)(Cl)Cl,C16H15Cl3O2,,https://pubchem.ncbi.nlm.nih.gov/compound/35405,InChIKey=KNLLPAOBVIKLDE-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KNWODGJQLCISLC-UHFFFAOYSA-N,sarafloxacine,,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,91296-87-6|98105-99-8,"InChI=1S/C20H17F2N3O3.ClH/c21-12-1-3-13(4-2-12)25-11-15(20(27)28)19(26)14-9-16(22)18(10-17(14)25)24-7-5-23-6-8-24;/h1-4,9-11,23H,5-8H2,(H,27,28);1H",6-fluoro-1-(4-fluorophenyl)-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid hydrochloride,56207,C1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F.Cl,C20H18ClF2N3O3,,https://pubchem.ncbi.nlm.nih.gov/compound/56207,InChIKey=KNWODGJQLCISLC-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KOMNUTZXSVSERR-UHFFFAOYSA-N,"1,3,5-triallylisocyanuraat",135Talicaurt,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,109521-50-8|196519-94-5|1025-15-6|123339-46-8,"InChI=1S/C12H15N3O3/c1-4-7-13-10(16)14(8-5-2)12(18)15(9-6-3)11(13)17/h4-6H,1-3,7-9H2","1,3,5-tri(prop-2-enyl)-1,3,5-triazinane-2,4,6-trione",13931,C=CCN1C(=O)N(C(=O)N(C1=O)CC=C)CC=C,C12H15N3O3,,https://pubchem.ncbi.nlm.nih.gov/compound/13931,InChIKey=KOMNUTZXSVSERR-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KPHWPUGNDIVLNH-UHFFFAOYSA-M,"diclofenac, natrium",,,,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_15307-79-6,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/water,15307-79-6,"InChI=1S/C14H11Cl2NO2.Na/c15-10-5-3-6-11(16)14(10)17-12-7-2-1-4-9(12)8-13(18)19;/h1-7,17H,8H2,(H,18,19);/q;+1/p-1","sodium 2-[2-[(2,6-dichlorophenyl)amino]phenyl]acetate",27194,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],C14H10Cl2NNaO2,1530,https://pubchem.ncbi.nlm.nih.gov/compound/27194,InChIKey=KPHWPUGNDIVLNH-UHFFFAOYSA-M
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KPUREKXXPHOJQT-UHFFFAOYSA-N,mesotrion,meston,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,207996-81-4|104206-82-8|435270-61-4,"InChI=1S/C14H13NO7S/c1-23(21,22)8-5-6-9(10(7-8)15(19)20)14(18)13-11(16)3-2-4-12(13)17/h5-7,13H,2-4H2,1H3","2-(4-methylsulfonyl-2-nitrobenzoyl)cyclohexane-1,3-dione",175967,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)[N+](=O)[O-],C14H13NO7S,,https://pubchem.ncbi.nlm.nih.gov/compound/175967,InChIKey=KPUREKXXPHOJQT-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KQBFUDNJKCZEDQ-UHFFFAOYSA-N,"2,2',3,4,4',5',6-heptachloorbifenyl",PCB183,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,52663-69-1,InChI=1S/C12H3Cl7/c13-5-2-7(15)6(14)1-4(5)10-8(16)3-9(17)11(18)12(10)19/h1-3H,"1,2,3,5-tetrachloro-4-(2,4,5-trichlorophenyl)benzene",40476,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl,C12H3Cl7,,https://pubchem.ncbi.nlm.nih.gov/compound/40476,InChIKey=KQBFUDNJKCZEDQ-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KQCMTOWTPBNWDB-UHFFFAOYSA-N,"2,4-dichlooraniline",24DClAn,,,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_554-00-7,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/water,554-00-7,"InChI=1S/C6H5Cl2N/c7-4-1-2-6(9)5(8)3-4/h1-3H,9H2","2,4-Dichloroaniline",11123,C1=CC(=C(C=C1Cl)Cl)N,C6H5Cl2N,44,https://pubchem.ncbi.nlm.nih.gov/compound/11123,InChIKey=KQCMTOWTPBNWDB-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KQNPFQTWMSNSAP-UHFFFAOYSA-N,iso-boterzuur,ibtzr,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,79-31-2,"InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)",2-Methylpropanoic acid,6590,CC(C)C(=O)O,C4H8O2,,https://pubchem.ncbi.nlm.nih.gov/compound/6590,InChIKey=KQNPFQTWMSNSAP-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KQPKPCNLIDLUMF-UHFFFAOYSA-N,secobarbital,secbbtl,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,76-73-3|29071-21-4,"InChI=1S/C12H18N2O3/c1-4-6-8(3)12(7-5-2)9(15)13-11(17)14-10(12)16/h5,8H,2,4,6-7H2,1,3H3,(H2,13,14,15,16,17)","5-pentan-2-yl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",5193,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,C12H18N2O3,,https://pubchem.ncbi.nlm.nih.gov/compound/5193,InChIKey=KQPKPCNLIDLUMF-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KQRJATLINVYHEZ-UHFFFAOYSA-N,"4-amino-2,6-dinitrotolueen",4Ao26DNO2Tol,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,19406-51-0,"InChI=1S/C7H7N3O4/c1-4-6(9(11)12)2-5(8)3-7(4)10(13)14/h2-3H,8H2,1H3","4-methyl-3,5-dinitroaniline",29574,CC1=C(C=C(C=C1[N+](=O)[O-])N)[N+](=O)[O-],C7H7N3O4,,https://pubchem.ncbi.nlm.nih.gov/compound/29574,InChIKey=KQRJATLINVYHEZ-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KQTVWCSONPJJPE-UHFFFAOYSA-N,etridiazol,eTDazl,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,2593-15-9,"InChI=1S/C5H5Cl3N2OS/c1-2-11-4-9-3(10-12-4)5(6,7)8/h2H2,1H3","5-Ethoxy-3-(trichloromethyl)-1,2,4-thiadiazole",17432,CCOC1=NC(=NS1)C(Cl)(Cl)Cl,C5H5Cl3N2OS,,https://pubchem.ncbi.nlm.nih.gov/compound/17432,InChIKey=KQTVWCSONPJJPE-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KQUQKVGNBPTEFO-UHFFFAOYSA-L,manam,manm,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,7786-33-6|6379-47-1|60226-96-2|10198-45-5|15339-36-3,"InChI=1S/2C3H7NS2.Mn/c2*1-4(2)3(5)6;/h2*1-2H3,(H,5,6);/q;;+2/p-2",dimethylaminomethanedithioate; manganese(+2) cation,61792,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Mn+2],C6H12MnN2S4,,https://pubchem.ncbi.nlm.nih.gov/compound/61792,InChIKey=KQUQKVGNBPTEFO-UHFFFAOYSA-L
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KRHYYFGTRYWZRS-UHFFFAOYSA-M,opgelost fluoride,F,fluoride|fluoride (opgelost)|fluoride (totaal anorganisch gebonden),,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_16984-48-8,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/water,16984-48-8,InChI=1S/FH/h1H/p-1,fluoride,28179,[F-],F-,5|1328,https://pubchem.ncbi.nlm.nih.gov/compound/28179,InChIKey=KRHYYFGTRYWZRS-UHFFFAOYSA-M
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KRHYYFGTRYWZRS-UHFFFAOYSA-N,waterstoffluoride,HF,waterstoffluoride  (HF)|waterstoffluoride (hf),,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,LUC/III/006VLAR II (D5) 'HF'VLAR II bijl. 2.5.1 'fluorwaterstof'VLAR III (D3) 'HF'VLAR III (D3) 'waterstoffluoride(HF)',https://data.omgeving.vlaanderen.be/id/collection/chemische_stof/lucht,32057-09-3|37249-79-9|7664-39-3,InChI=1S/FH/h1H,"['Hydrogen fluoride', 'hydron fluoride']",14917,F,FH,,https://pubchem.ncbi.nlm.nih.gov/compound/14917,InChIKey=KRHYYFGTRYWZRS-UHFFFAOYSA-N
http://dbpedia.org/ontology/ChemicalCompound|http://dbpedia.org/ontology/ChemicalSubstance|http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KRMDCWKBEZIMAB-UHFFFAOYSA-N,amitriptyline,amttlne,,,,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,https://data.omgeving.vlaanderen.be/id/conceptscheme/chemische_stof,,,50-48-6|30227-34-0,"InChI=1S/C20H23N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-12H,7,13-15H2,1-2H3",,2160,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,C20H23N,,https://pubchem.ncbi.nlm.nih.gov/compound/2160,InChIKey=KRMDCWKBEZIMAB-UHFFFAOYSA-N
